feature_name,canonical_column_name,legacy_aliases,registry_record_type,replacement_feature_name,feature_granularity,page_aggregation_rule,feature_layer,feature_group,primitive_or_composite,definition,formula,source_provenance,required_input,transformation,language_dependency,extraction_requirement,missing_value_meaning,topic_specificity,generalizability,leakage_status,expected_confounders,measurement_risks,recommended_model_role,feature_status,current_implementation_status,taxonomy_or_rule_version,qa_status,approved_for_model_v1,minimum_qa_gate,model_entry_blocker,validation_requirement,notes,registry_version
source_type_general_gemini_v1_collapsed,source_type_general_gemini_v1_collapsed,,canonical,,not_table_related,not_applicable,core_general,taxonomy_control,primitive_classification,Collapsed Gemini source/site type.,Gemini taxonomy v1; support-only rare collapse,url_metadata_and_content,versioned Gemini classification,categorical,medium,taxonomy join and classification evidence,Unknown remains explicit.,general,conditional,content_informed_overcontrol_risk,domain authority; platform type,May use page content and over-control structural variation.,G4B_secondary_sensitivity,sensitivity_only,legacy_implemented,core_general_content_features_v1,not_started,false,pending_human_threshold,not yet reviewed for Core-General model v1,"Report as content-informed sensitivity, not focal content.",,core_general_table_registry_schema_v2
source_type_general_rule_v2,source_type_general_rule_v2,,canonical,,not_table_related,not_applicable,core_general,taxonomy_control,primitive_classification,General source/site role inferred without page body.,versioned Rule-v2 source/site classifier,url_title_meta,"URL, title, meta and domain",collapsed_categorical,medium,metadata availability,Unknown remains explicit.,general,conditional,safe_pre_outcome,domain authority; platform type,Broad roles can combine heterogeneous publishers.,G4A_sensitivity,sensitivity_only,implemented_partial,core_general_content_features_v1,not_started,false,pending_human_threshold,not yet reviewed for Core-General model v1,Freeze version and report category support.,,core_general_table_registry_schema_v2
dom_structure_cluster,dom_structure_cluster,,canonical,,not_table_related,not_applicable,core_general,template_duplication,composite,Cluster of similar normalized DOM structures.,predeclared clustering of layout fingerprints,html_dom,layout fingerprint,categorical_cluster,low,sufficient HTML coverage,Missing means clustering input was unavailable.,general,high,safe_diagnostic,platform and CMS,Clustering choices can be outcome-tuned if not frozen.,optional_template_sensitivity,diagnostic_only,planned_not_implemented,core_general_content_features_v1,not_started,false,pending_human_threshold,not yet reviewed for Core-General model v1,Freeze distance and clustering parameters before outcomes.,,core_general_table_registry_schema_v2
template_hash,template_hash,,canonical,,not_table_related,not_applicable,core_general,template_duplication,derived_primitive,Hash of normalized DOM structure after content/text removal.,hash(normalized DOM tag/class skeleton),html_dom,raw HTML DOM,categorical_hash,low,stable DOM normalization,Missing means DOM was unavailable.,general,high,safe_diagnostic,CMS and platform,Minor experiments or dynamic markup split templates.,diagnostic_cluster,diagnostic_only,planned_not_implemented,core_general_content_features_v1,not_started,false,pending_human_threshold,not yet reviewed for Core-General model v1,Check within-domain stability and duplicate detection.,,core_general_table_registry_schema_v2
median_paragraph_length_words,median_paragraph_length_words,,canonical,,not_table_related,not_applicable,core_general,writing_structure,primitive,Median words per preserved paragraph.,median(words per paragraph),html_dom_or_markdown,paragraph blocks,continuous_or_spline,high,block boundaries and tokenization,Missing means insufficient paragraphs.,general,high,safe_pre_outcome,language; page type,Markdown conversion may merge blocks.,candidate_focal,core_keep,legacy_implemented,core_general_content_features_v1,not_started,false,pending_human_threshold,not yet reviewed for Core-General model v1,Validate against HTML blocks in both languages.,,core_general_table_registry_schema_v2
median_sentence_length_words,median_sentence_length_words,,canonical,,not_table_related,not_applicable,core_general,writing_structure,primitive,Median segmented sentence length.,median(words per sentence),page_text,sentence segmentation,continuous_or_spline,high,language-aware segmentation,Missing means insufficient segmented sentences.,general,high,safe_pre_outcome,language; genre,Tokenization differs across Thai and English.,candidate_focal,core_keep,legacy_implemented,core_general_content_features_v1,not_started,false,pending_human_threshold,not yet reviewed for Core-General model v1,Validate tokenization and inspect nonlinear shape.,,core_general_table_registry_schema_v2
p90_sentence_length_words,p90_sentence_length_words,,canonical,,not_table_related,not_applicable,core_general,writing_structure,primitive,Upper-tail sentence length.,p90(words per sentence),page_text,sentence segmentation,continuous_or_bins,high,language-aware segmentation,Missing means insufficient sentences.,general,high,safe_pre_outcome,language; genre,Sparse pages produce unstable quantiles.,diagnostic_or_sensitivity,core_keep,legacy_implemented,core_general_content_features_v1,not_started,false,pending_human_threshold,not yet reviewed for Core-General model v1,Set a minimum sentence count before reporting.,,core_general_table_registry_schema_v2
paragraph_count,paragraph_count,,canonical,,not_table_related,not_applicable,core_general,writing_structure,primitive,Number of preserved content paragraphs.,count(content paragraph blocks),html_dom_or_markdown,paragraph blocks,count_or_log2,medium,block boundaries preserved,Missing means paragraph boundaries were unavailable.,general,high,safe_pre_outcome,length; template,Flattened text destroys paragraph boundaries.,candidate_focal,core_keep,implemented_partial,core_general_content_features_v1,not_started,false,pending_human_threshold,not yet reviewed for Core-General model v1,Compare HTML and Markdown paragraph boundaries.,,core_general_table_registry_schema_v2
sentence_count,sentence_count,,canonical,,not_table_related,not_applicable,core_general,writing_structure,primitive,Number of segmented sentences in measurable page text.,count(segmented sentences),page_text,page text and segmenter,count_or_log2,high,language-aware segmentation,Missing means sentence segmentation was unavailable.,general,high,safe_pre_outcome,length; language; page type,Thai sentence boundaries are uncertain.,candidate_focal_or_diagnostic,core_keep,legacy_implemented,core_general_content_features_v1,not_started,false,pending_human_threshold,not yet reviewed for Core-General model v1,Benchmark Thai and English segmentation separately.,,core_general_table_registry_schema_v2
answer_similarity,answer_similarity,,canonical,,not_table_related,not_applicable,excluded,leakage,derived,Any page-answer similarity or overlap measure.,forbidden,answer_text,answer text and page,none,high,not_allowed,Not applicable.,outcome_derived,none,forbidden_answer_derived,post-outcome information,Direct leakage into citation analysis.,excluded,exclude_leakage,legacy_implemented,core_general_content_features_v1,not_started,false,pending_human_threshold,not yet reviewed for Core-General model v1,Formula guardrail must reject all aliases.,,core_general_table_registry_schema_v2
domain_citation_rate,domain_citation_rate,,canonical,,not_table_related,not_applicable,excluded,leakage,derived,Domain-level citation-rate proxy.,forbidden,citation_outcome,cited labels,none,low,not_allowed,Not applicable.,outcome_derived,none,forbidden_outcome_derived,domain identity,Directly encodes the outcome.,excluded,exclude_leakage,legacy_implemented,core_general_content_features_v1,not_started,false,pending_human_threshold,not yet reviewed for Core-General model v1,"Reject raw, leave-one-out and smoothed aliases.",,core_general_table_registry_schema_v2
source_position_or_observed_rank,source_position_or_observed_rank,,canonical,,not_table_related,not_applicable,excluded,leakage,primitive,Source position or observed rank in the surfaced output.,forbidden in headline content model,post_surface_output,position/rank,none,low,not_allowed_in_main,Not applicable.,outcome_process,none,forbidden_main_model,ranking process,Post-selection and potentially post-answer information.,diagnostic_only_if_separately_approved,exclude_leakage,legacy_implemented,core_general_content_features_v1,not_started,false,pending_human_threshold,not yet reviewed for Core-General model v1,Formula guardrail must reject main-model use.,,core_general_table_registry_schema_v2
location_transit_specificity_score,location_transit_specificity_score,,canonical,,not_table_related,not_applicable,vertical_specific,real_estate_location,composite,Transit and location specificity for real estate.,existing real-estate rule,page_text,location/transit dictionary,bounded_score,high,vertical parser,Missing means feature was unavailable.,real_estate,low_outside_vertical,safe_but_topic_specific,prompt geography; property page type,Area and transit dictionaries are market-specific.,vertical_extension_only,pause_vertical_specific,legacy_implemented,core_general_content_features_v1,not_started,false,pending_human_threshold,not yet reviewed for Core-General model v1,Freeze existing condo implementation; exclude from Core-General.,,core_general_table_registry_schema_v2
prompt_area_keyword_match,prompt_area_keyword_match,,canonical,,not_table_related,not_applicable,vertical_specific,real_estate_location,composite,Prompt-page overlap on predefined condo area names.,existing area dictionary match,prompt_and_page_text,area-name registry,binary,high,vertical dictionary,Missing means prompt/page was unavailable.,real_estate_local,none_outside_vertical,safe_but_topic_specific,prompt geography,Dictionary is SCOPE/area specific.,vertical_extension_only,pause_vertical_specific,legacy_implemented,core_general_content_features_v1,not_started,false,pending_human_threshold,not yet reviewed for Core-General model v1,Exclude from Core-General and preserve in real-estate extension.,,core_general_table_registry_schema_v2
amenity_project_detail_score,amenity_project_detail_score,,canonical,,not_table_related,not_applicable,vertical_specific,real_estate_project,composite,Amenities and project/developer specificity.,existing real-estate rule,page_text,amenity/project dictionary,bounded_score,high,vertical parser,Missing means feature was unavailable.,real_estate,low_outside_vertical,safe_but_topic_specific,listing/project page function,Confounds product category with detail.,vertical_extension_only,pause_vertical_specific,legacy_implemented,core_general_content_features_v1,not_started,false,pending_human_threshold,not yet reviewed for Core-General model v1,Freeze existing condo implementation; exclude from Core-General.,,core_general_table_registry_schema_v2
vertical_specific_unit_detail_score,vertical_specific_unit_detail_score,,canonical,,not_table_related,not_applicable,vertical_specific,real_estate_units,composite,Real-estate unit-size and layout detail formerly mixed with price.,versioned real-estate unit dictionary,page_text_or_tables,"sqm, bedroom, floor-plan and unit primitives",bounded_score,high,vertical parser,Missing means vertical detail was unavailable.,real_estate,low_outside_vertical,safe_but_topic_specific,property page type,No cross-industry meaning.,vertical_extension_only,pause_vertical_specific,legacy_implemented,core_general_content_features_v1,not_started,false,pending_human_threshold,not yet reviewed for Core-General model v1,Split from price detail and preserve under real-estate extension.,,core_general_table_registry_schema_v2
real_estate_table_contains_bedroom_mix,real_estate_table_contains_bedroom_mix,,canonical,,table_level,max/count only inside paused real-estate vertical extension,vertical_specific,table_real_estate,primitive,"Bedroom, studio, duplex, penthouse, or unit-mix details.",versioned real-estate table dictionary rule,table_cells_and_vertical_unit_registry,table cells and real-estate vertical registry,binary_or_count,high,vertical extension parser,NA means required table evidence was unmeasured; 0 is allowed only after verified absence.,real_estate,low_outside_vertical,safe_but_topic_specific,real-estate page function; inventory; market,Vertical vocabulary has no universal Core-General interpretation.,vertical_extension_only,pause_vertical_specific,planned_not_implemented,core_general_table_taxonomy_v1,pending_human_threshold,false,pending_human_threshold,table extraction and classification QA not yet passed,Preserve under vertical_extensions/real_estate and exclude from Core-General models.,Must not activate Core-General table specifications solely from vertical-unit matches.,core_general_table_registry_schema_v2
real_estate_table_contains_floor_plan,real_estate_table_contains_floor_plan,,canonical,,table_level,max/count only inside paused real-estate vertical extension,vertical_specific,table_real_estate,primitive,Floor-plan or layout details.,versioned real-estate table dictionary rule,table_cells_and_vertical_unit_registry,table cells and real-estate vertical registry,binary_or_count,high,vertical extension parser,NA means required table evidence was unmeasured; 0 is allowed only after verified absence.,real_estate,low_outside_vertical,safe_but_topic_specific,real-estate page function; inventory; market,Vertical vocabulary has no universal Core-General interpretation.,vertical_extension_only,pause_vertical_specific,planned_not_implemented,core_general_table_taxonomy_v1,pending_human_threshold,false,pending_human_threshold,table extraction and classification QA not yet passed,Preserve under vertical_extensions/real_estate and exclude from Core-General models.,Must not activate Core-General table specifications solely from vertical-unit matches.,core_general_table_registry_schema_v2
real_estate_table_contains_price_per_area,real_estate_table_contains_price_per_area,,canonical,,table_level,max/count only inside paused real-estate vertical extension,vertical_specific,table_real_estate,primitive,Price-per-area details using real-estate units.,versioned real-estate table dictionary rule,table_cells_and_vertical_unit_registry,table cells and real-estate vertical registry,binary_or_count,high,vertical extension parser,NA means required table evidence was unmeasured; 0 is allowed only after verified absence.,real_estate,low_outside_vertical,safe_but_topic_specific,real-estate page function; inventory; market,Vertical vocabulary has no universal Core-General interpretation.,vertical_extension_only,pause_vertical_specific,planned_not_implemented,core_general_table_taxonomy_v1,pending_human_threshold,false,pending_human_threshold,table extraction and classification QA not yet passed,Preserve under vertical_extensions/real_estate and exclude from Core-General models.,Must not activate Core-General table specifications solely from vertical-unit matches.,core_general_table_registry_schema_v2
real_estate_table_contains_project_inventory,real_estate_table_contains_project_inventory,,canonical,,table_level,max/count only inside paused real-estate vertical extension,vertical_specific,table_real_estate,primitive,Project-specific unit inventory details.,versioned real-estate table dictionary rule,table_cells_and_vertical_unit_registry,table cells and real-estate vertical registry,binary_or_count,high,vertical extension parser,NA means required table evidence was unmeasured; 0 is allowed only after verified absence.,real_estate,low_outside_vertical,safe_but_topic_specific,real-estate page function; inventory; market,Vertical vocabulary has no universal Core-General interpretation.,vertical_extension_only,pause_vertical_specific,planned_not_implemented,core_general_table_taxonomy_v1,pending_human_threshold,false,pending_human_threshold,table extraction and classification QA not yet passed,Preserve under vertical_extensions/real_estate and exclude from Core-General models.,Must not activate Core-General table specifications solely from vertical-unit matches.,core_general_table_registry_schema_v2
real_estate_table_contains_unit_size,real_estate_table_contains_unit_size,,canonical,,table_level,max/count only inside paused real-estate vertical extension,vertical_specific,table_real_estate,primitive,Real-estate unit-size details such as sqm or square metres.,versioned real-estate table dictionary rule,table_cells_and_vertical_unit_registry,table cells and real-estate vertical registry,binary_or_count,high,vertical extension parser,NA means required table evidence was unmeasured; 0 is allowed only after verified absence.,real_estate,low_outside_vertical,safe_but_topic_specific,real-estate page function; inventory; market,Vertical vocabulary has no universal Core-General interpretation.,vertical_extension_only,pause_vertical_specific,planned_not_implemented,core_general_table_taxonomy_v1,pending_human_threshold,false,pending_human_threshold,table extraction and classification QA not yet passed,Preserve under vertical_extensions/real_estate and exclude from Core-General models.,Must not activate Core-General table specifications solely from vertical-unit matches.,core_general_table_registry_schema_v2
has_main_content_unordered_list,has_main_content_unordered_list,,canonical,,page_level,URL-level value joined to surfaced source appearances,core_general,writing_structure,primitive,Valid unordered list in filtered main content.,I(valid <ul> has at least two visible non-empty direct <li> items),filtered main-content HTML; generated Markdown only when HTML is unavailable,main-content HTML or structurally reliable generated Markdown,nullable_binary,low,HTML DOM filtering and visibility checks; Markdown list-block fallback,NA means neither reliable HTML nor generated Markdown structure was available; 0 means measured absence.,general,high,safe_pre_outcome,domain; template; page function; extraction quality,Main-content selection errors; JavaScript-rendered HTML gaps; malformed markup.,approved_component_or_focal,core_keep,implemented_validated,document_structure_v2,qa_passed,true,distribution; missingness; within-prompt variation; evidence review,,"Representative positive, negative, and unmeasured examples; compare HTML or Markdown evidence.","Navigation, header, footer, aside, cookie, hidden, related-link, and other page-chrome lists are excluded.",structured_list_registry_v2
has_main_content_ordered_list,has_main_content_ordered_list,,canonical,,page_level,URL-level value joined to surfaced source appearances,core_general,writing_structure,primitive,Valid ordered list in filtered main content.,I(valid <ol> has at least two visible non-empty direct <li> items),filtered main-content HTML; generated Markdown only when HTML is unavailable,main-content HTML or structurally reliable generated Markdown,nullable_binary,low,HTML DOM filtering and visibility checks; Markdown ordered-list-block fallback,NA means neither reliable HTML nor generated Markdown structure was available; 0 means measured absence.,general,high,safe_pre_outcome,domain; template; page function; extraction quality,Main-content selection errors; JavaScript-rendered HTML gaps; malformed markup.,approved_component_or_focal,core_keep,implemented_validated,document_structure_v2,qa_passed,true,distribution; missingness; within-prompt variation; evidence review,,"Representative positive, negative, and unmeasured examples; compare HTML or Markdown evidence.","Navigation, header, footer, aside, cookie, hidden, related-link, and other page-chrome lists are excluded.",structured_list_registry_v2
writing_structure_score_v2,writing_structure_score_v2,,deprecated_alias,writing_structure_score_v3,page_level,URL-level value joined to surfaced source appearances,core_general,writing_structure,composite,Superseded six-component structural organization proxy.,has_main_content_unordered_list + has_main_content_ordered_list + has_faq_pattern + has_question_answer_structure + opening_has_summary_signal + opening_has_direct_answer_signal,document_structure_v2 plus writing_factual_density_v1,all six historical binary components,nullable_integer_0_to_6,low,Historical complete-component rule.,NA when any component is unmeasured.,general,high,safe_pre_outcome,domain; template; page function; extraction quality,FAQ and Q&A were identical and therefore double-counted.,historical_only,diagnostic_only,legacy_implemented,writing_structure_v2,qa_failed,false,historical_reproducibility,Perfect redundancy found in governed sample.,Do not use in active LPM.,Superseded by writing_structure_score_v3.,structured_list_registry_v3
writing_structure_score_v3,writing_structure_score_v3,,canonical,,page_level,URL-level value joined to surfaced source appearances,core_general,writing_structure,composite,Five-component answer-oriented structural organization proxy.,has_main_content_unordered_list + has_main_content_ordered_list + has_faq_pattern + opening_has_summary_signal + opening_has_direct_answer_signal,document_structure_v2 plus writing_factual_density_v1,all five active governed binary components,nullable_integer_0_to_5,low,All five components measured; no missing-to-zero conversion,NA when any component is unmeasured.,general,high,safe_pre_outcome,domain; template; page function; extraction quality,Mixes HTML structure with text-pattern signals; domain/template confounding; not total writing quality.,approved_component_or_focal,core_keep,implemented_validated,writing_structure_v3,qa_passed,true,distribution; missingness; within-prompt variation; evidence review,,"Representative positive, negative, and unmeasured examples; compare HTML or Markdown evidence.",Q&A excluded because it duplicated FAQ exactly; active FE1-FE4 writing feature.,structured_list_registry_v3
has_direct_answer_gemini_v1,has_direct_answer_gemini_v1,,canonical,,page_level,URL-level value joined to surfaced source appearances,core_general,semantic_writing_structure,primitive_classification,Direct answer content detected in filtered main-content blocks.,I(successful Gemini classification detects direct-answer content),gemini_position_semantic_prompt_v2_20260803,filtered main-content blocks,nullable_binary,medium,successful Gemini semantic classification,NA means classification failed or content blocks were unavailable; 0 means successfully measured absence.,general,high,safe_pre_outcome,domain; template; page function; topic; extraction quality,LLM classification error; truncation; language variation; non-random measurement availability.,approved_focal,core_keep,implemented_validated,gemini_position_semantic_prompt_v2_20260803,qa_passed,true,distribution; missingness; within-prompt variation; manual evidence review,,Manual positive and negative page review; retain model-sample audit.,Confidence counts and page-relative positions are diagnostic-only.,core_general_semantic_registry_v1
has_definition_gemini_v1,has_definition_gemini_v1,,canonical,,page_level,URL-level value joined to surfaced source appearances,core_general,semantic_writing_structure,primitive_classification,Definition content detected in filtered main-content blocks.,I(successful Gemini classification detects definition content),gemini_position_semantic_prompt_v2_20260803,filtered main-content blocks,nullable_binary,medium,successful Gemini semantic classification,NA means classification failed or content blocks were unavailable; 0 means successfully measured absence.,general,high,safe_pre_outcome,domain; template; page function; topic; extraction quality,LLM classification error; truncation; language variation; non-random measurement availability.,approved_focal,core_keep,implemented_validated,gemini_position_semantic_prompt_v2_20260803,qa_passed,true,distribution; missingness; within-prompt variation; manual evidence review,,Manual positive and negative page review; retain model-sample audit.,Confidence counts and page-relative positions are diagnostic-only.,core_general_semantic_registry_v1
has_comparison_gemini_v1,has_comparison_gemini_v1,,canonical,,page_level,URL-level value joined to surfaced source appearances,core_general,semantic_writing_structure,primitive_classification,Comparison content detected in filtered main-content blocks.,I(successful Gemini classification detects comparison content),gemini_position_semantic_prompt_v2_20260803,filtered main-content blocks,nullable_binary,medium,successful Gemini semantic classification,NA means classification failed or content blocks were unavailable; 0 means successfully measured absence.,general,high,safe_pre_outcome,domain; template; page function; topic; extraction quality,LLM classification error; truncation; language variation; non-random measurement availability.,approved_focal,core_keep,implemented_validated,gemini_position_semantic_prompt_v2_20260803,qa_passed,true,distribution; missingness; within-prompt variation; manual evidence review,,Manual positive and negative page review; retain model-sample audit.,Confidence counts and page-relative positions are diagnostic-only.,core_general_semantic_registry_v1
has_steps_gemini_v1,has_steps_gemini_v1,,canonical,,page_level,URL-level value joined to surfaced source appearances,core_general,semantic_writing_structure,primitive_classification,Procedural or step-by-step content detected in filtered main-content blocks.,I(successful Gemini classification detects procedural steps),gemini_position_semantic_prompt_v2_20260803,filtered main-content blocks,nullable_binary,medium,successful Gemini semantic classification,NA means classification failed or content blocks were unavailable; 0 means successfully measured absence.,general,high,safe_pre_outcome,domain; template; page function; topic; extraction quality,LLM classification error; truncation; language variation; non-random measurement availability.,approved_focal,core_keep,implemented_validated,gemini_position_semantic_prompt_v2_20260803,qa_passed,true,distribution; missingness; within-prompt variation; manual evidence review,,Manual positive and negative page review; retain model-sample audit.,Confidence counts and page-relative positions are diagnostic-only.,core_general_semantic_registry_v1
has_numeric_evidence_gemini_v1,has_numeric_evidence_gemini_v1,,canonical,,page_level,URL-level value joined to surfaced source appearances,core_general,semantic_evidence_structure,primitive_classification,Numeric evidence content detected in filtered main-content blocks.,I(successful Gemini classification detects numeric evidence),gemini_position_semantic_prompt_v2_20260803,filtered main-content blocks,nullable_binary,medium,successful Gemini semantic classification,NA means classification failed or content blocks were unavailable; 0 means successfully measured absence.,general,high,safe_pre_outcome,domain; template; page function; topic; extraction quality,LLM classification error; truncation; language variation; overlaps but does not duplicate deterministic numeric density.,approved_focal,core_keep,implemented_validated,gemini_position_semantic_prompt_v2_20260803,qa_passed,true,distribution; missingness; within-prompt variation; manual evidence review,,Manual positive and negative page review; retain model-sample audit.,Confidence counts and page-relative positions are diagnostic-only.,core_general_semantic_registry_v1
has_question_heading_gemini_v1,has_question_heading_gemini_v1,,canonical,,page_level,URL-level value joined to surfaced source appearances,core_general,semantic_writing_structure,primitive_classification,Question-form heading detected in filtered main-content blocks.,I(successful Gemini classification detects a question-form heading),gemini_position_semantic_prompt_v2_20260803,filtered main-content blocks,nullable_binary,medium,successful Gemini semantic classification,NA means classification failed or content blocks were unavailable; 0 means successfully measured absence.,general,high,safe_pre_outcome,domain; template; page function; topic; extraction quality,LLM classification error; truncation; language variation; heading extraction quality.,approved_focal,core_keep,implemented_validated,gemini_position_semantic_prompt_v2_20260803,qa_passed,true,distribution; missingness; within-prompt variation; manual evidence review,,Manual positive and negative page review; retain model-sample audit.,Confidence counts and page-relative positions are diagnostic-only.,core_general_semantic_registry_v1
