feature_name,feature_family,subfamily,feature_type,granularity,source_input,transformation,interpretation,generality_scope,proposed_model_role,current_qa_status,approved_for_model_v1,model_entry_blocker,leakage_status,version
page_type_general_reason,contextual control,taxonomy,categorical_or_text,url,Input A source metadata + Input C page evidence,See the producing module; no standalone rule is documented yet.,Rule-based taxonomy field for page type general reason. Unknown is retained rather than forced into a category. Model interpretation: Rule-based taxonomy field for page type general reason. Unknown is retained rather than forced into a category.,cross-topic context,contextual control or sensitivity,active_pipeline_field,False,redesigned model-entry QA and human approval required,safe_pre_outcome,master_inventory_2026_07_18
page_type_url_seed_general,contextual control,taxonomy,categorical,source_appearance | url,Input A source metadata + Input C page evidence,categorical,Page function inferred without scraped body text Model interpretation: Adjusts broad page function while reducing direct reuse of content evidence,cross-topic context,contextual control or sensitivity,modeled_current_lpm,False,redesigned model-entry QA and human approval required,legacy_risk_low_or_controlled,current_lpm_legacy
page_type_url_seed_general_collapsed,contextual control,taxonomy,categorical,source_appearance,Input A source metadata + Input C page evidence,categorical,"URL-seed page function with sparse, unstable, or separating levels combined as rare_other Model interpretation: Candidate FE4 page-type control only after classifier approval",cross-topic context,contextual control or sensitivity,modeled_current_lpm,False,redesigned model-entry QA and human approval required,legacy_risk_low_or_controlled,current_lpm_legacy
site_type_general,contextual control,taxonomy,categorical,source_appearance | url,Input A source metadata + Input C page evidence,categorical,Broad website class Model interpretation: Tests whether content associations persist after broad source-class adjustment,cross-topic context,contextual control or sensitivity,modeled_current_lpm,False,redesigned model-entry QA and human approval required,legacy_risk_low_or_controlled,current_lpm_legacy
site_type_general_collapsed,contextual control,taxonomy,categorical,source_appearance,Input A source metadata + Input C page evidence,categorical,"Broad website class with sparse, unstable, or separating levels combined as rare_other Model interpretation: Preferred site-type sensitivity form if included",cross-topic context,contextual control or sensitivity,modeled_current_lpm,False,redesigned model-entry QA and human approval required,legacy_risk_low_or_controlled,current_lpm_legacy
taxonomy_confidence_high_or_medium,contextual control,taxonomy,binary,source_appearance,Input A source metadata + Input C page evidence,See the producing module; no standalone rule is documented yet.,Rule-based taxonomy field for taxonomy confidence high or medium. Unknown is retained rather than forced into a category. Model interpretation: Rule-based taxonomy field for taxonomy confidence high or medium. Unknown is retained rather than forced into a category.,cross-topic context,contextual control or sensitivity,active_pipeline_field,False,redesigned model-entry QA and human approval required,safe_pre_outcome,master_inventory_2026_07_18
page_type_family_gemini_v1_collapsed,contextual control,taxonomy_control,categorical,not_table_related,Input A source metadata + Input C page evidence,categorical,Collapsed Gemini page-function family. Model interpretation: Candidate FE4 page-type control used jointly with an approved source-type control,general,contextual control or sensitivity,not_started,False,not yet reviewed for Core-General model v1,content_informed_overcontrol_risk,core_general_table_registry_schema_v2
page_type_family_rule_v2_url_seed,contextual control,taxonomy_control,collapsed_categorical,not_table_related,Input A source metadata + Input C page evidence,collapsed_categorical,Broad page family inferred only from URL/title/meta/domain signals.,general,contextual control or sensitivity,not_started,False,not yet reviewed for Core-General model v1,safe_pre_outcome,core_general_table_registry_schema_v2
source_type_general_gemini_v1_collapsed,contextual control,taxonomy_control,categorical,not_table_related,Input A source metadata + Input C page evidence,categorical,Collapsed Gemini source/site type. Model interpretation: Candidate FE4 source-type control used jointly with an approved page-type control,general,contextual control or sensitivity,not_started,False,not yet reviewed for Core-General model v1,content_informed_overcontrol_risk,core_general_table_registry_schema_v2
source_type_general_rule_v2,contextual control,taxonomy_control,collapsed_categorical,not_table_related,Input A source metadata + Input C page evidence,collapsed_categorical,General source/site role inferred without page body.,general,contextual control or sensitivity,not_started,False,not yet reviewed for Core-General model v1,safe_pre_outcome,core_general_table_registry_schema_v2
purchase_or_contact_signal,deprecated,commerce_action,categorical_or_binary,registry_metadata,"Input C: scraper/page evidence (buttons, forms, links and visible text)",categorical_or_binary,"Visible action to buy, book, request, contact or start service.",commerce,deprecated alias; lineage only,not_started,False,deprecated alias; use transactional_action_signal,safe_pre_outcome,core_general_table_registry_schema_v2
product_comparison_signal,deprecated,commerce_comparison,binary_or_score,registry_metadata,Input C: scraper/page evidence (comparison primitives),binary_or_score,"Commercial comparison of products, plans or providers.",commerce,deprecated alias; lineage only,not_started,False,deprecated alias; use commercial_offer_comparison_signal,safe_pre_outcome,core_general_table_registry_schema_v2
has_table,deprecated,table_compatibility,binary_or_count,registry_metadata,Input C: scraper/page evidence (preserved HTML/Markdown table evidence),binary_or_count,Deprecated broad table-presence compatibility field. Model interpretation: Coefficient is the adjusted cited-rate difference for pages with a table,general,deprecated alias; lineage only,not_started,False,deprecated alias; use has_verified_html_table,safe_pre_outcome,core_general_table_registry_schema_v2
has_any_verified_table,deprecated,table_page_aggregate,nullable_binary,registry_metadata,Input C: scraper/page evidence (preserved HTML/Markdown table evidence),nullable_binary,"Page has at least one HTML-verified table, including layout tables.",general,deprecated alias; lineage only,not_started,False,deprecated alias; use has_verified_html_table,safe_pre_outcome,core_general_table_registry_schema_v2
table_column_count,deprecated,table_structure,count_or_bins,registry_metadata,Input C: scraper/page evidence (verified table cells),count_or_bins,Maximum or summarized columns in verified semantic tables.,general,deprecated alias; lineage only,not_started,False,deprecated alias; use table_column_count_max,safe_pre_outcome,core_general_table_registry_schema_v2
table_contains_comparison,deprecated,table_structure,binary,registry_metadata,Input C: scraper/page evidence (headers and table cells),binary,Verified table compares multiple alternatives or attributes.,general,deprecated alias; lineage only,not_started,False,deprecated alias; use table_has_comparison,safe_pre_outcome,core_general_table_registry_schema_v2
table_contains_numeric_facts,deprecated,table_structure,binary,registry_metadata,Input C: scraper/page evidence (table cell text),binary,Verified table contains numeric factual cells.,general,deprecated alias; lineage only,not_started,False,deprecated alias; use table_has_numeric_facts,safe_pre_outcome,core_general_table_registry_schema_v2
table_is_layout_or_navigation,deprecated,table_structure,binary,registry_metadata,Input C: scraper/page evidence (table DOM and context),binary,Table node appears to be layout or navigation rather than content.,general,deprecated alias; lineage only,not_started,False,deprecated alias; use table_has_layout_or_navigation_structure,safe_pre_outcome,core_general_table_registry_schema_v2
table_row_count,deprecated,table_structure,count_or_log2,registry_metadata,Input C: scraper/page evidence (verified table cells),count_or_log2,Rows across verified semantic tables. Model interpretation: candidate_after_eda,general,deprecated alias; lineage only,not_started,False,deprecated alias; use table_row_count_total,safe_pre_outcome,core_general_table_registry_schema_v2
generated_markdown,extraction diagnostic,content_evidence_and_provenance,numeric_continuous,url,Input C: scraper/page evidence (actual_dataset_schema),See the producing module; no standalone rule is documented yet.,Deterministic Markdown generated from archived HTML for human inspection. Model interpretation: Deterministic Markdown generated from archived HTML for human inspection.,requires review,extraction/missingness diagnostic,active_pipeline_field,False,redesigned model-entry QA and human approval required,safe_pre_outcome,master_inventory_2026_07_18
limited_excerpt_only,extraction diagnostic,content_evidence_and_provenance,binary,source_appearance,Input C: scraper/page evidence (actual_dataset_schema),See the producing module; no standalone rule is documented yet.,Pipeline field representing limited excerpt only. See source-layer and caveat columns before model use. Model interpretation: Pipeline field representing limited excerpt only. See source-layer and caveat columns before model use.,cross-topic measurement,extraction/missingness diagnostic,active_pipeline_field,False,redesigned model-entry QA and human approval required,safe_pre_outcome,master_inventory_2026_07_18
markdown_generated,extraction diagnostic,content_evidence_and_provenance,binary,source_appearance | url,Input C: scraper/page evidence (document_structure),Extracted from HTML/DOM or availability.,Pipeline field representing markdown generated. See source-layer and caveat columns before model use. Model interpretation: candidate_or_availability_control,requires review,extraction/missingness diagnostic,extracted_document_feature_not_yet_modeled,False,redesigned model-entry QA and human approval required,safe_pre_outcome,master_inventory_2026_07_18
page_text_preview_3000_chars,extraction diagnostic,content_evidence_and_provenance,text,url,Input C: scraper/page evidence (actual_dataset_schema),See the producing module; no standalone rule is documented yet.,Pipeline field representing page text preview 3000 chars. See source-layer and caveat columns before model use. Model interpretation: Pipeline field representing page text preview 3000 chars. See source-layer and caveat columns before model use.,requires review,extraction/missingness diagnostic,active_pipeline_field,False,redesigned model-entry QA and human approval required,safe_pre_outcome,master_inventory_2026_07_18
snapshot_path,extraction diagnostic,content_evidence_and_provenance,identifier_or_text,url,Input C: scraper/page evidence (actual_dataset_schema),See the producing module; no standalone rule is documented yet.,Filesystem path to the stored snapshot audit artifact. Model interpretation: Filesystem path to the stored snapshot audit artifact.,requires review,extraction/missingness diagnostic,active_pipeline_field,False,redesigned model-entry QA and human approval required,safe_pre_outcome,master_inventory_2026_07_18
text_source_used,extraction diagnostic,content_evidence_and_provenance,text,source_appearance,Input C: scraper/page evidence (actual_dataset_schema),See the producing module; no standalone rule is documented yet.,Pipeline field representing text source used. See source-layer and caveat columns before model use. Model interpretation: Pipeline field representing text source used. See source-layer and caveat columns before model use.,requires review,extraction/missingness diagnostic,active_pipeline_field,False,redesigned model-entry QA and human approval required,safe_pre_outcome,master_inventory_2026_07_18
boilerplate_ratio,extraction diagnostic,extraction_quality,continuous,not_in_current_dataset,Input C: scraper/page evidence (proposed_writing),HTML blocks,Likely navigation/footer text share Model interpretation: quality control,requires review,extraction/missingness diagnostic,proposed_or_dictionary_only,False,redesigned model-entry QA and human approval required,legacy_risk_requires_validation,master_inventory_2026_07_18
content_feature_available,extraction diagnostic,extraction_quality,binary,not_table_related,Input C: scraper/page evidence (scrape/parse/extraction outputs),binary,Content features can be measured for the row/page. Model interpretation: Use in availability analysis; do not treat unavailable content features as zero,general,extraction/missingness diagnostic,not_started,False,not yet reviewed for Core-General model v1,safe_diagnostic,core_general_table_registry_schema_v2
content_strength,extraction diagnostic,extraction_quality,categorical,not_table_related,Input C: scraper/page evidence (content quality primitives),categorical,"Extraction strength, not writing quality. Model interpretation: Controls extraction quality; not a writing-style effect",general,measurement control,not_started,False,not yet reviewed for Core-General model v1,safe_diagnostic,core_general_table_registry_schema_v2
feature_extraction_text_scope,extraction diagnostic,extraction_quality,categorical,not_table_related,Input C: scraper/page evidence (text source provenance),categorical,"Whether features use full text, excerpt, metadata only or no text. Model interpretation: Pipeline field representing feature extraction text scope. See source-layer and caveat columns before model use.",general,extraction/missingness diagnostic,not_started,False,not yet reviewed for Core-General model v1,safe_diagnostic,core_general_table_registry_schema_v2
has_substantial_text,extraction diagnostic,extraction_quality,binary,source_appearance,Input C: scraper/page evidence (actual_dataset_schema),See the producing module; no standalone rule is documented yet.,Binary indicator that the extracted page has substantial text. Model interpretation: Binary indicator that the extracted page has substantial text.,requires review,extraction/missingness diagnostic,active_pipeline_field,False,redesigned model-entry QA and human approval required,safe_pre_outcome,master_inventory_2026_07_18
content_quality_flag,extraction diagnostic,extraction_quality_and_availability,categorical,source_appearance | url,Input C: scraper/page evidence (current_lpm),categorical,"Parse failure, short text, blocked page, boilerplate, or okay Model interpretation: Use for missingness/quality diagnostics or sensitivity controls",cross-topic measurement,extraction/missingness diagnostic,modeled_current_lpm,False,redesigned model-entry QA and human approval required,legacy_risk_low_or_controlled,current_lpm_legacy
document_features_measurable,extraction diagnostic,extraction_quality_and_availability,binary,source_appearance | url,Input C: scraper/page evidence (document_structure),Extracted from HTML/DOM or availability.,Availability indicator for document features. Model interpretation: candidate_or_availability_control,cross-topic measurement,extraction/missingness diagnostic,extracted_document_feature_not_yet_modeled,False,redesigned model-entry QA and human approval required,safe_pre_outcome,master_inventory_2026_07_18
full_page_text_available,extraction diagnostic,extraction_quality_and_availability,binary,source_appearance,Input C: scraper/page evidence (actual_dataset_schema),See the producing module; no standalone rule is documented yet.,Availability indicator for full page text. Model interpretation: Availability indicator for full page text.,cross-topic measurement,extraction/missingness diagnostic,active_pipeline_field,False,redesigned model-entry QA and human approval required,safe_pre_outcome,master_inventory_2026_07_18
html_available,extraction diagnostic,extraction_quality_and_availability,binary,source_appearance | url,Input C: scraper/page evidence (document_structure),Extracted from HTML/DOM or availability.,Availability indicator for html. Model interpretation: candidate_or_availability_control,cross-topic measurement,extraction/missingness diagnostic,extracted_document_feature_not_yet_modeled,False,redesigned model-entry QA and human approval required,safe_pre_outcome,master_inventory_2026_07_18
main_content_available,extraction diagnostic,extraction_quality_and_availability,binary,source_appearance | url,Input C: scraper/page evidence (document_structure),Extracted from HTML/DOM or availability.,Availability indicator for main content. Model interpretation: candidate_or_availability_control,cross-topic measurement,extraction/missingness diagnostic,extracted_document_feature_not_yet_modeled,False,redesigned model-entry QA and human approval required,safe_pre_outcome,master_inventory_2026_07_18
main_content_extraction_method,extraction diagnostic,extraction_quality_and_availability,text_or_provenance,source_appearance | url,Input C: scraper/page evidence (document_structure),Extracted from HTML/DOM.,Pipeline field representing main content extraction method. See source-layer and caveat columns before model use. Model interpretation: diagnostic_only,cross-topic measurement,extraction/missingness diagnostic,extracted_document_feature_not_yet_modeled,False,redesigned model-entry QA and human approval required,safe_pre_outcome,master_inventory_2026_07_18
scrape_error,extraction diagnostic,extraction_quality_and_availability,categorical_or_text,url,Input C: scraper/page evidence (actual_dataset_schema),See the producing module; no standalone rule is documented yet.,Pipeline field representing scrape error. See source-layer and caveat columns before model use. Model interpretation: Pipeline field representing scrape error. See source-layer and caveat columns before model use.,cross-topic measurement,extraction/missingness diagnostic,active_pipeline_field,False,redesigned model-entry QA and human approval required,safe_pre_outcome,master_inventory_2026_07_18
scrape_success,extraction diagnostic,extraction_quality_and_availability,binary,source_appearance | url,Input C: scraper/page evidence (actual_dataset_schema),See the producing module; no standalone rule is documented yet.,Pipeline field representing scrape success. See source-layer and caveat columns before model use. Model interpretation: Pipeline field representing scrape success. See source-layer and caveat columns before model use.,cross-topic measurement,extraction/missingness diagnostic,active_pipeline_field,False,redesigned model-entry QA and human approval required,safe_pre_outcome,master_inventory_2026_07_18
structure_features_available,extraction diagnostic,extraction_quality_and_availability,binary,source_appearance | url,Input C: scraper/page evidence (document_structure),Extracted from HTML/DOM or availability.,Availability indicator for structure features. Model interpretation: candidate_or_availability_control,cross-topic measurement,extraction/missingness diagnostic,extracted_document_feature_not_yet_modeled,False,redesigned model-entry QA and human approval required,safe_pre_outcome,master_inventory_2026_07_18
text_available,extraction diagnostic,extraction_quality_and_availability,binary,source_appearance | url,Input C: scraper/page evidence (document_structure),Extracted from HTML/DOM or availability.,Availability indicator for text. Model interpretation: candidate_or_availability_control,cross-topic measurement,extraction/missingness diagnostic,extracted_document_feature_not_yet_modeled,False,redesigned model-entry QA and human approval required,safe_pre_outcome,master_inventory_2026_07_18
text_feature_available,extraction diagnostic,extraction_quality_and_availability,binary,source_appearance,Input C: scraper/page evidence (actual_dataset_schema),See the producing module; no standalone rule is documented yet.,Availability indicator for text feature. Model interpretation: Availability indicator for text feature.,cross-topic measurement,extraction/missingness diagnostic,active_pipeline_field,False,redesigned model-entry QA and human approval required,safe_pre_outcome,master_inventory_2026_07_18
document_structure_version,extraction diagnostic,feature_versioning,text_or_provenance,source_appearance | url,Input C: scraper/page evidence (document_structure),Extracted from HTML/DOM.,Pipeline field representing document structure version. See source-layer and caveat columns before model use. Model interpretation: diagnostic_only,requires review,extraction/missingness diagnostic,extracted_document_feature_not_yet_modeled,False,redesigned model-entry QA and human approval required,safe_pre_outcome,master_inventory_2026_07_18
audit_scrape_gap_days,extraction diagnostic,freshness,continuous_or_bins,not_table_related,Input C: scraper/page evidence (audit_timestamp and scrape_timestamp),continuous_or_bins,Days between citation audit and content scrape.,general,extraction/missingness diagnostic,not_started,False,not yet reviewed for Core-General model v1,safe_diagnostic,core_general_table_registry_schema_v2
jsonld_parse_error_count,extraction diagnostic,schema_and_metadata,numeric,source_appearance | url,Input C: scraper/page evidence (document_structure),Extracted from HTML/DOM.,Count of jsonld parse error observed in the relevant extracted page representation. Model interpretation: candidate_after_eda,cross-topic measurement,extraction/missingness diagnostic,extracted_document_feature_not_yet_modeled,False,redesigned model-entry QA and human approval required,safe_pre_outcome,master_inventory_2026_07_18
answer_similarity,leakage-prohibited,leakage,none,not_table_related,Input A: AI answer/output (quarantined),none,Any page-answer similarity or overlap measure.,outcome_derived,leakage-prohibited,not_started,False,not yet reviewed for Core-General model v1,forbidden_answer_derived,core_general_table_registry_schema_v2
domain_citation_rate,leakage-prohibited,leakage,none,not_table_related,Input C: scraper/page evidence (cited labels),none,Domain-level citation-rate proxy.,outcome_derived,leakage-prohibited,not_started,False,not yet reviewed for Core-General model v1,forbidden_outcome_derived,core_general_table_registry_schema_v2
source_position_or_observed_rank,leakage-prohibited,leakage,none,not_table_related,Input A: surfaced-source membership/metadata,none,Source position or observed rank in the surfaced output.,outcome_process,leakage-prohibited,not_started,False,not yet reviewed for Core-General model v1,forbidden_main_model,core_general_table_registry_schema_v2
amenity_mention_count,real-estate vertical,amenity_project,dictionary_regex_or_composite,source_appearance,Input C: scraper/page evidence (writing_factual),Bilingual amenity/project/developer phrase counts and an additive log1p composite.,Amenity and project specificity observed in the captured page text. Model interpretation: screening_or_sensitivity,real-estate only,vertical-specific; paused,extracted_writing_feature,False,redesigned model-entry QA and human approval required,safe_pre_outcome,master_inventory_2026_07_18
brand_or_project_entity_count,real-estate vertical,amenity_project,dictionary_regex_or_composite,source_appearance,Input C: scraper/page evidence (writing_factual),Bilingual amenity/project/developer phrase counts and an additive log1p composite.,Amenity and project specificity observed in the captured page text. Model interpretation: screening_or_sensitivity,real-estate only,vertical-specific; paused,extracted_writing_feature,False,redesigned model-entry QA and human approval required,safe_pre_outcome,master_inventory_2026_07_18
developer_mention_count,real-estate vertical,amenity_project,dictionary_regex_or_composite,source_appearance,Input C: scraper/page evidence (writing_factual),Bilingual amenity/project/developer phrase counts and an additive log1p composite.,Amenity and project specificity observed in the captured page text. Model interpretation: screening_or_sensitivity,real-estate only,vertical-specific; paused,extracted_writing_feature,False,redesigned model-entry QA and human approval required,safe_pre_outcome,master_inventory_2026_07_18
facility_mention_count,real-estate vertical,amenity_project,dictionary_regex_or_composite,source_appearance,Input C: scraper/page evidence (writing_factual),Bilingual amenity/project/developer phrase counts and an additive log1p composite.,Amenity and project specificity observed in the captured page text. Model interpretation: screening_or_sensitivity,real-estate only,vertical-specific; paused,extracted_writing_feature,False,redesigned model-entry QA and human approval required,safe_pre_outcome,master_inventory_2026_07_18
gym_mention_count,real-estate vertical,amenity_project,dictionary_regex_or_composite,source_appearance,Input C: scraper/page evidence (writing_factual),Bilingual amenity/project/developer phrase counts and an additive log1p composite.,Amenity and project specificity observed in the captured page text. Model interpretation: screening_or_sensitivity,real-estate only,vertical-specific; paused,extracted_writing_feature,False,redesigned model-entry QA and human approval required,safe_pre_outcome,master_inventory_2026_07_18
has_amenity_detail,real-estate vertical,amenity_project,dictionary_regex_or_composite,source_appearance,Input C: scraper/page evidence (writing_factual),Bilingual amenity/project/developer phrase counts and an additive log1p composite.,Amenity and project specificity observed in the captured page text. Model interpretation: screening_or_sensitivity,real-estate only,vertical-specific; paused,extracted_writing_feature,False,redesigned model-entry QA and human approval required,safe_pre_outcome,master_inventory_2026_07_18
has_project_entity_detail,real-estate vertical,amenity_project,dictionary_regex_or_composite,source_appearance,Input C: scraper/page evidence (writing_factual),Bilingual amenity/project/developer phrase counts and an additive log1p composite.,Amenity and project specificity observed in the captured page text. Model interpretation: screening_or_sensitivity,real-estate only,vertical-specific; paused,extracted_writing_feature,False,redesigned model-entry QA and human approval required,safe_pre_outcome,master_inventory_2026_07_18
parking_mention_count,real-estate vertical,amenity_project,dictionary_regex_or_composite,source_appearance,Input C: scraper/page evidence (writing_factual),Bilingual amenity/project/developer phrase counts and an additive log1p composite.,Amenity and project specificity observed in the captured page text. Model interpretation: screening_or_sensitivity,real-estate only,vertical-specific; paused,extracted_writing_feature,False,redesigned model-entry QA and human approval required,safe_pre_outcome,master_inventory_2026_07_18
pet_friendly_mention_count,real-estate vertical,amenity_project,dictionary_regex_or_composite,source_appearance,Input C: scraper/page evidence (writing_factual),Bilingual amenity/project/developer phrase counts and an additive log1p composite.,Amenity and project specificity observed in the captured page text. Model interpretation: screening_or_sensitivity,real-estate only,vertical-specific; paused,extracted_writing_feature,False,redesigned model-entry QA and human approval required,safe_pre_outcome,master_inventory_2026_07_18
pool_mention_count,real-estate vertical,amenity_project,dictionary_regex_or_composite,source_appearance,Input C: scraper/page evidence (writing_factual),Bilingual amenity/project/developer phrase counts and an additive log1p composite.,Amenity and project specificity observed in the captured page text. Model interpretation: screening_or_sensitivity,real-estate only,vertical-specific; paused,extracted_writing_feature,False,redesigned model-entry QA and human approval required,safe_pre_outcome,master_inventory_2026_07_18
project_name_mention_count,real-estate vertical,amenity_project,dictionary_regex_or_composite,source_appearance,Input C: scraper/page evidence (writing_factual),Bilingual amenity/project/developer phrase counts and an additive log1p composite.,Amenity and project specificity observed in the captured page text. Model interpretation: screening_or_sensitivity,real-estate only,vertical-specific; paused,extracted_writing_feature,False,redesigned model-entry QA and human approval required,safe_pre_outcome,master_inventory_2026_07_18
security_mention_count,real-estate vertical,amenity_project,dictionary_regex_or_composite,source_appearance,Input C: scraper/page evidence (writing_factual),Bilingual amenity/project/developer phrase counts and an additive log1p composite.,Amenity and project specificity observed in the captured page text. Model interpretation: screening_or_sensitivity,real-estate only,vertical-specific; paused,extracted_writing_feature,False,redesigned model-entry QA and human approval required,safe_pre_outcome,master_inventory_2026_07_18
developer_project_entity_count,real-estate vertical,factual specificity,count,not_in_current_dataset,Input C: scraper/page evidence (proposed_writing),NER/dictionary,Named developers and projects Model interpretation: log2 count,real-estate only,vertical-specific; paused,proposed_or_dictionary_only,False,redesigned model-entry QA and human approval required,legacy_risk_requires_validation,master_inventory_2026_07_18
bedroom_mention_count,real-estate vertical,factual_numeric,regex_count_or_composite,source_appearance,Input C: scraper/page evidence (writing_factual),Bilingual deterministic regex counts; factual_numeric_density_score = capped numeric tokens/1000 words + percent/year/range indicators + log1p(measurements); price_unit_detail_score = price/unit indicators + log1p price and unit counts.,Factual and numerical specificity observed in the captured page text. Model interpretation: priority_screening_candidate,real-estate only,vertical-specific; paused,extracted_writing_feature,False,redesigned model-entry QA and human approval required,safe_pre_outcome,master_inventory_2026_07_18
floor_plan_mention_count,real-estate vertical,factual_numeric,regex_count_or_composite,source_appearance,Input C: scraper/page evidence (writing_factual),Bilingual deterministic regex counts; factual_numeric_density_score = capped numeric tokens/1000 words + percent/year/range indicators + log1p(measurements); price_unit_detail_score = price/unit indicators + log1p price and unit counts.,Factual and numerical specificity observed in the captured page text. Model interpretation: priority_screening_candidate,real-estate only,vertical-specific; paused,extracted_writing_feature,False,redesigned model-entry QA and human approval required,safe_pre_outcome,master_inventory_2026_07_18
has_unit_size_detail,real-estate vertical,factual_numeric,regex_count_or_composite,source_appearance,Input C: scraper/page evidence (writing_factual),Bilingual deterministic regex counts; factual_numeric_density_score = capped numeric tokens/1000 words + percent/year/range indicators + log1p(measurements); price_unit_detail_score = price/unit indicators + log1p price and unit counts.,Factual and numerical specificity observed in the captured page text. Model interpretation: priority_screening_candidate,real-estate only,vertical-specific; paused,extracted_writing_feature,False,redesigned model-entry QA and human approval required,safe_pre_outcome,master_inventory_2026_07_18
price_per_sqm_mention_count,real-estate vertical,factual_numeric,regex_count_or_composite,source_appearance,Input C: scraper/page evidence (writing_factual),Bilingual deterministic regex counts; factual_numeric_density_score = capped numeric tokens/1000 words + percent/year/range indicators + log1p(measurements); price_unit_detail_score = price/unit indicators + log1p price and unit counts.,Factual and numerical specificity observed in the captured page text. Model interpretation: priority_screening_candidate,real-estate only,vertical-specific; paused,extracted_writing_feature,False,redesigned model-entry QA and human approval required,safe_pre_outcome,master_inventory_2026_07_18
sqm_mention_count,real-estate vertical,factual_numeric,regex_count_or_composite,source_appearance,Input C: scraper/page evidence (writing_factual),Bilingual deterministic regex counts; factual_numeric_density_score = capped numeric tokens/1000 words + percent/year/range indicators + log1p(measurements); price_unit_detail_score = price/unit indicators + log1p price and unit counts.,Factual and numerical specificity observed in the captured page text. Model interpretation: priority_screening_candidate,real-estate only,vertical-specific; paused,extracted_writing_feature,False,redesigned model-entry QA and human approval required,safe_pre_outcome,master_inventory_2026_07_18
unit_size_mention_count,real-estate vertical,factual_numeric,regex_count_or_composite,source_appearance,Input C: scraper/page evidence (writing_factual),Bilingual deterministic regex counts; factual_numeric_density_score = capped numeric tokens/1000 words + percent/year/range indicators + log1p(measurements); price_unit_detail_score = price/unit indicators + log1p price and unit counts.,Factual and numerical specificity observed in the captured page text. Model interpretation: priority_screening_candidate,real-estate only,vertical-specific; paused,extracted_writing_feature,False,redesigned model-entry QA and human approval required,safe_pre_outcome,master_inventory_2026_07_18
bts_mention_count,real-estate vertical,location_transit,dictionary_regex_or_composite,source_appearance,Input C: scraper/page evidence (writing_factual),"Bilingual transit, distance, walking-time, landmark, and neighborhood counts; composite adds detail indicators and log1p count groups.",Location and transit specificity observed in the captured page text. Model interpretation: priority_screening_candidate,real-estate only,vertical-specific; paused,extracted_writing_feature,False,redesigned model-entry QA and human approval required,safe_pre_outcome,master_inventory_2026_07_18
distance_mention_count,real-estate vertical,location_transit,dictionary_regex_or_composite,source_appearance,Input C: scraper/page evidence (writing_factual),"Bilingual transit, distance, walking-time, landmark, and neighborhood counts; composite adds detail indicators and log1p count groups.",Location and transit specificity observed in the captured page text. Model interpretation: priority_screening_candidate,real-estate only,vertical-specific; paused,extracted_writing_feature,False,redesigned model-entry QA and human approval required,safe_pre_outcome,master_inventory_2026_07_18
has_location_detail,real-estate vertical,location_transit,dictionary_regex_or_composite,source_appearance,Input C: scraper/page evidence (writing_factual),"Bilingual transit, distance, walking-time, landmark, and neighborhood counts; composite adds detail indicators and log1p count groups.",Location and transit specificity observed in the captured page text. Model interpretation: priority_screening_candidate,real-estate only,vertical-specific; paused,extracted_writing_feature,False,redesigned model-entry QA and human approval required,safe_pre_outcome,master_inventory_2026_07_18
has_transit_detail,real-estate vertical,location_transit,dictionary_regex_or_composite,source_appearance,Input C: scraper/page evidence (writing_factual),"Bilingual transit, distance, walking-time, landmark, and neighborhood counts; composite adds detail indicators and log1p count groups.",Location and transit specificity observed in the captured page text. Model interpretation: priority_screening_candidate,real-estate only,vertical-specific; paused,extracted_writing_feature,False,redesigned model-entry QA and human approval required,safe_pre_outcome,master_inventory_2026_07_18
location_landmark_mention_count,real-estate vertical,location_transit,dictionary_regex_or_composite,source_appearance,Input C: scraper/page evidence (writing_factual),"Bilingual transit, distance, walking-time, landmark, and neighborhood counts; composite adds detail indicators and log1p count groups.",Location and transit specificity observed in the captured page text. Model interpretation: priority_screening_candidate,real-estate only,vertical-specific; paused,extracted_writing_feature,False,redesigned model-entry QA and human approval required,safe_pre_outcome,master_inventory_2026_07_18
mrt_mention_count,real-estate vertical,location_transit,dictionary_regex_or_composite,source_appearance,Input C: scraper/page evidence (writing_factual),"Bilingual transit, distance, walking-time, landmark, and neighborhood counts; composite adds detail indicators and log1p count groups.",Location and transit specificity observed in the captured page text. Model interpretation: priority_screening_candidate,real-estate only,vertical-specific; paused,extracted_writing_feature,False,redesigned model-entry QA and human approval required,safe_pre_outcome,master_inventory_2026_07_18
neighborhood_mention_count,real-estate vertical,location_transit,dictionary_regex_or_composite,source_appearance,Input C: scraper/page evidence (writing_factual),"Bilingual transit, distance, walking-time, landmark, and neighborhood counts; composite adds detail indicators and log1p count groups.",Location and transit specificity observed in the captured page text. Model interpretation: priority_screening_candidate,real-estate only,vertical-specific; paused,extracted_writing_feature,False,redesigned model-entry QA and human approval required,safe_pre_outcome,master_inventory_2026_07_18
transit_station_mention_count,real-estate vertical,location_transit,dictionary_regex_or_composite,source_appearance,Input C: scraper/page evidence (writing_factual),"Bilingual transit, distance, walking-time, landmark, and neighborhood counts; composite adds detail indicators and log1p count groups.",Location and transit specificity observed in the captured page text. Model interpretation: priority_screening_candidate,real-estate only,vertical-specific; paused,extracted_writing_feature,False,redesigned model-entry QA and human approval required,safe_pre_outcome,master_inventory_2026_07_18
